sensor_id,metric_1,metric_2,ts
sensor_hv_001,22.484637,52.519746,2024-02-03T17:00:00
sensor_hv_001,20.852617,40.608017,2024-06-03T07:00:00
sensor_hv_001,21.478108,36.309873,2024-09-23T09:00:00
sensor_hv_001,22.446711,69.489323,2024-11-17T00:00:00
sensor_hv_001,22.671453,52.184091,2024-11-04T04:00:00
sensor_hv_001,21.057864,65.588508,2024-12-18T04:00:00
sensor_hv_001,21.089393,54.193193,2024-12-11T06:00:00
sensor_hv_001,22.749989,64.116513,2024-09-16T08:00:00
sensor_hv_001,23.621346,63.844149,2024-02-21T13:00:00
sensor_hv_001,23.317392,31.76347,2024-06-25T04:00:00
sensor_hv_001,22.548454,40.47821,2024-12-15T17:00:00
sensor_hv_001,22.82267,52.436275,2024-02-03T22:00:00
sensor_hv_001,23.615714,51.823612,2024-06-19T17:00:00
sensor_hv_001,20.592375,35.097821,2024-05-12T01:00:00
sensor_hv_001,23.595699,38.403062,2024-04-22T03:00:00
sensor_hv_001,21.414715,52.395341,2024-07-20T23:00:00
sensor_hv_001,20.618213,67.195241,2024-03-26T05:00:00
sensor_hv_001,23.525665,30.991454,2024-12-11T13:00:00
sensor_hv_001,23.208941,64.562561,2024-04-09T05:00:00
sensor_hv_001,23.149498,34.323825,2024-01-28T15:00:00
sensor_hv_001,20.889735,62.663464,2024-08-12T09:00:00
sensor_hv_001,23.282146,64.852921,2024-04-01T21:00:00
sensor_hv_001,20.772519,43.130478,2024-02-25T08:00:00
sensor_hv_001,21.404585,50.376227,2024-11-27T17:00:00
sensor_hv_001,21.324599,31.104021,2024-05-06T18:00:00
sensor_hv_001,23.850137,40.618655,2024-02-20T13:00:00
sensor_hv_001,21.382748,61.457127,2024-07-20T16:00:00
sensor_hv_001,20.462583,65.980189,2024-04-09T01:00:00
sensor_hv_001,22.835141,30.067651,2024-09-22T23:00:00
sensor_hv_001,23.761052,59.481508,2024-04-12T13:00:00
sensor_hv_001,20.279895,56.569507,2024-06-20T10:00:00
sensor_hv_001,22.65355,34.985013,2024-05-17T09:00:00
sensor_hv_001,22.667572,43.047316,2024-12-10T17:00:00
sensor_hv_001,20.509151,46.817853,2024-07-22T23:00:00
sensor_hv_001,23.611222,54.620597,2024-05-13T17:00:00
sensor_hv_001,23.334901,42.154998,2024-04-14T18:00:00
sensor_hv_001,22.426646,42.889969,2024-08-15T21:00:00
sensor_hv_001,20.854806,48.927447,2024-12-06T21:00:00
sensor_hv_001,20.339182,50.61808,2024-11-20T10:00:00
sensor_hv_001,20.373549,68.079986,2024-04-22T09:00:00
sensor_hv_001,20.898563,37.965197,2024-01-02T07:00:00
sensor_hv_001,23.935744,54.450959,2024-02-15T13:00:00
sensor_hv_001,23.544548,53.026836,2024-12-23T12:00:00
sensor_hv_001,21.977509,39.759378,2024-11-23T00:00:00
sensor_hv_001,23.570639,64.417623,2024-02-25T13:00:00
sensor_hv_001,20.875365,62.164394,2024-12-17T14:00:00
sensor_hv_001,20.200874,39.967931,2024-02-15T04:00:00
sensor_hv_001,23.205666,56.703109,2024-09-20T10:00:00
sensor_hv_001,23.800158,65.657037,2024-10-27T23:00:00
sensor_hv_001,23.568081,47.06963,2024-09-15T05:00:00
sensor_hv_001,22.974622,48.986977,2024-05-25T07:00:00
sensor_hv_001,23.359452,41.092454,2024-09-16T20:00:00
sensor_hv_001,20.956983,47.594904,2024-12-10T07:00:00
sensor_hv_001,21.08686,42.788383,2024-09-03T04:00:00
sensor_hv_001,20.603323,45.321412,2024-03-23T06:00:00
sensor_hv_001,20.256915,46.303975,2024-09-15T13:00:00
sensor_hv_001,20.249063,63.315647,2024-07-25T18:00:00
sensor_hv_001,23.784248,30.781278,2024-10-13T15:00:00
sensor_hv_001,20.023584,44.070352,2024-07-28T13:00:00
sensor_hv_001,22.152882,59.385362,2024-10-08T15:00:00
sensor_hv_001,20.877687,47.433439,2024-01-13T10:00:00
sensor_hv_001,22.675494,61.925693,2024-12-06T14:00:00
sensor_hv_001,23.678166,69.228879,2024-09-01T12:00:00
sensor_hv_001,22.367571,56.51999,2024-02-21T13:00:00
sensor_hv_001,20.542798,48.467938,2024-01-09T12:00:00
sensor_hv_001,21.309411,48.187973,2024-06-25T12:00:00
sensor_hv_001,21.113026,68.048165,2024-07-09T02:00:00
sensor_hv_001,21.881227,59.96097,2024-01-12T07:00:00
sensor_hv_001,22.600576,61.249322,2024-11-02T00:00:00
sensor_hv_001,23.798447,37.974427,2024-01-20T04:00:00
sensor_hv_001,20.95418,48.942442,2024-02-19T06:00:00
sensor_hv_001,21.860136,40.249748,2024-06-06T19:00:00
sensor_hv_001,22.42899,59.917026,2024-02-25T05:00:00
sensor_hv_001,23.858883,34.32395,2024-01-10T18:00:00
sensor_hv_001,22.709389,68.326914,2024-07-23T06:00:00
sensor_hv_001,20.303986,57.624577,2024-11-08T03:00:00
sensor_hv_001,22.788772,42.063307,2024-11-20T03:00:00
sensor_hv_001,23.184909,52.637302,2024-01-12T17:00:00
sensor_hv_001,21.713512,44.822835,2024-09-21T10:00:00
sensor_hv_001,20.050609,46.80235,2024-08-04T13:00:00
sensor_hv_001,23.84315,55.423404,2024-08-23T04:00:00
sensor_hv_001,21.741949,59.351812,2024-11-09T19:00:00
sensor_hv_001,23.232797,51.526916,2024-08-15T13:00:00
sensor_hv_001,23.302938,53.698985,2024-06-28T07:00:00
sensor_hv_001,23.322924,33.466516,2024-08-08T14:00:00
sensor_hv_001,22.279399,56.727539,2024-06-01T15:00:00
sensor_hv_001,23.403811,37.273594,2024-04-12T08:00:00
sensor_hv_001,21.361355,65.212799,2024-12-09T17:00:00
sensor_hv_001,20.040604,67.922503,2024-02-08T23:00:00
sensor_hv_001,21.625712,52.207048,2024-04-23T15:00:00
sensor_hv_001,22.583612,49.632853,2024-01-03T09:00:00
sensor_hv_001,20.886386,57.671486,2024-05-22T18:00:00
sensor_hv_001,21.476082,52.138918,2024-06-14T23:00:00
sensor_hv_001,22.201554,44.072421,2024-08-09T09:00:00
sensor_hv_001,21.005615,34.826235,2024-04-11T03:00:00
sensor_hv_001,22.971524,68.035102,2024-12-06T06:00:00
sensor_hv_001,20.865539,49.367943,2024-12-19T16:00:00
sensor_hv_001,22.387163,69.220425,2024-04-10T07:00:00
sensor_hv_001,21.443524,42.090704,2024-12-18T04:00:00
sensor_hv_001,21.097245,68.971797,2024-09-10T22:00:00
sensor_hv_001,23.776358,55.514786,2024-08-04T00:00:00
sensor_hv_001,22.296257,48.775878,2024-08-11T05:00:00
sensor_hv_001,23.861991,40.099136,2024-08-04T02:00:00
sensor_hv_001,21.60283,32.963287,2024-11-22T01:00:00
sensor_hv_001,20.606908,62.445683,2024-05-03T07:00:00
sensor_hv_001,20.473806,60.577738,2024-10-20T19:00:00
sensor_hv_001,20.902749,50.902901,2024-08-15T09:00:00
sensor_hv_001,23.440667,69.60125,2024-05-19T19:00:00
sensor_hv_001,20.240921,68.404351,2024-02-25T06:00:00
sensor_hv_001,22.50206,40.585845,2024-02-06T07:00:00
sensor_hv_001,20.695254,33.002595,2024-01-14T14:00:00
sensor_hv_001,22.757485,48.796499,2024-01-08T09:00:00
sensor_hv_001,22.827823,58.119502,2024-08-03T21:00:00
sensor_hv_001,20.933695,40.582185,2024-11-19T21:00:00
sensor_hv_001,23.215623,37.912769,2024-02-18T07:00:00
sensor_hv_001,22.590539,66.336458,2024-03-03T01:00:00
sensor_hv_001,20.663691,42.304473,2024-12-27T18:00:00
sensor_hv_001,23.68477,47.566138,2024-08-23T09:00:00
sensor_hv_001,22.798935,67.70705,2024-09-18T15:00:00
sensor_hv_001,21.751035,53.921466,2024-07-24T10:00:00
sensor_hv_001,22.414855,31.034596,2024-04-22T18:00:00
sensor_hv_001,22.348492,30.829818,2024-11-27T08:00:00
sensor_hv_001,22.304988,60.52436,2024-03-16T16:00:00
sensor_hv_001,22.606038,66.642912,2024-03-19T13:00:00
sensor_hv_001,22.539139,49.669032,2024-02-16T11:00:00
sensor_hv_001,21.633392,42.84233,2024-02-28T05:00:00
sensor_hv_001,21.319215,57.746947,2024-05-22T12:00:00
sensor_hv_001,23.254264,52.003864,2024-08-03T10:00:00
sensor_hv_001,21.009595,34.636864,2024-07-28T16:00:00
sensor_hv_001,23.299709,30.046043,2024-09-15T13:00:00
sensor_hv_001,20.216816,50.737576,2024-10-25T15:00:00
sensor_hv_001,22.501635,60.399621,2024-04-09T17:00:00
sensor_hv_001,20.524053,41.521166,2024-12-16T03:00:00
sensor_hv_001,20.115478,55.200891,2024-04-23T05:00:00
sensor_hv_001,21.243001,30.546979,2024-07-03T07:00:00
sensor_hv_001,23.969029,66.517195,2024-08-04T20:00:00
sensor_hv_001,23.328573,49.93502,2024-12-10T16:00:00
sensor_hv_001,22.821647,46.619614,2024-08-16T07:00:00
sensor_hv_001,21.827146,35.785679,2024-04-20T16:00:00
sensor_hv_001,22.98517,35.460334,2024-02-09T13:00:00
sensor_hv_001,21.359501,61.508696,2024-05-27T00:00:00
sensor_hv_001,21.131356,41.942234,2024-10-19T21:00:00
sensor_hv_001,21.958561,35.943817,2024-09-16T11:00:00
sensor_hv_001,21.32976,60.514907,2024-07-15T10:00:00
sensor_hv_001,23.478407,69.230985,2024-04-19T12:00:00
sensor_hv_001,20.93425,61.021779,2024-01-11T23:00:00
sensor_hv_001,21.891905,66.537207,2024-07-13T21:00:00
sensor_hv_001,23.169575,56.08076,2024-03-16T01:00:00
sensor_hv_001,20.504985,68.614144,2024-06-28T03:00:00
sensor_hv_001,23.496761,47.612248,2024-09-15T00:00:00
sensor_hv_001,22.889775,46.399145,2024-11-05T02:00:00
sensor_hv_001,21.877962,68.768145,2024-06-20T22:00:00
sensor_hv_001,21.589933,33.212613,2024-06-28T21:00:00
sensor_hv_001,23.437369,45.200376,2024-06-21T22:00:00
sensor_hv_001,23.549755,49.517899,2024-09-02T19:00:00
sensor_hv_002,20.273683,55.246441,2024-05-08T23:00:00
sensor_hv_002,20.361517,69.133509,2024-11-23T03:00:00
sensor_hv_002,21.774714,57.760047,2024-01-02T10:00:00
sensor_hv_002,23.184574,41.734711,2024-06-14T04:00:00
sensor_hv_002,20.97679,46.48207,2024-11-26T05:00:00
sensor_hv_002,20.679935,33.158734,2024-07-20T21:00:00
sensor_hv_002,20.963319,66.513161,2024-03-08T14:00:00
sensor_hv_002,22.551619,48.38282,2024-11-01T14:00:00
sensor_hv_002,23.604838,57.104435,2024-03-03T14:00:00
sensor_hv_002,23.780943,69.506068,2024-05-21T13:00:00
sensor_hv_002,22.761254,48.273433,2024-05-07T12:00:00
sensor_hv_002,23.413342,34.266131,2024-07-19T11:00:00
sensor_hv_002,22.299248,69.707682,2024-05-01T21:00:00
sensor_hv_002,21.583223,30.323919,2024-11-25T23:00:00
sensor_hv_002,23.894411,66.424678,2024-12-16T09:00:00
sensor_hv_002,23.102964,39.204736,2024-06-08T20:00:00
sensor_hv_002,20.760528,40.025072,2024-12-25T21:00:00
sensor_hv_002,22.72342,35.47117,2024-02-21T20:00:00
sensor_hv_002,20.15769,61.544419,2024-01-19T11:00:00
sensor_hv_002,22.929439,33.605335,2024-05-11T23:00:00
sensor_hv_002,21.662012,38.031792,2024-09-12T16:00:00
sensor_hv_002,22.007179,40.901094,2024-03-09T15:00:00
sensor_hv_002,23.869536,41.805658,2024-06-26T03:00:00
sensor_hv_002,21.873326,33.011974,2024-04-28T21:00:00
sensor_hv_002,22.896867,69.19769,2024-09-12T02:00:00
sensor_hv_002,23.162728,30.556746,2024-09-04T14:00:00
sensor_hv_002,21.474343,59.960464,2024-05-19T12:00:00
sensor_hv_002,23.289669,67.611676,2024-02-22T07:00:00
sensor_hv_002,21.885907,54.781875,2024-09-11T19:00:00
sensor_hv_002,20.885469,32.528682,2024-08-23T09:00:00
sensor_hv_002,22.596958,34.667037,2024-01-02T09:00:00
sensor_hv_002,23.983709,34.644819,2024-04-18T04:00:00
sensor_hv_002,21.554583,44.840461,2024-12-23T17:00:00
sensor_hv_002,21.676507,59.690761,2024-03-14T20:00:00
sensor_hv_002,20.396087,49.573882,2024-07-09T01:00:00
sensor_hv_002,22.761123,38.690787,2024-08-08T11:00:00
sensor_hv_002,20.397418,57.427211,2024-09-21T11:00:00
sensor_hv_002,20.2422,41.035258,2024-02-28T14:00:00
sensor_hv_002,20.366694,38.484233,2024-11-20T00:00:00
sensor_hv_002,20.202314,43.340366,2024-03-26T18:00:00
sensor_hv_002,20.820822,63.192713,2024-09-07T18:00:00
sensor_hv_002,20.863805,64.787817,2024-06-25T04:00:00
sensor_hv_002,23.154575,53.839265,2024-05-28T04:00:00
sensor_hv_002,23.950109,51.608618,2024-03-04T21:00:00
sensor_hv_002,23.465792,35.272129,2024-06-26T07:00:00
sensor_hv_002,22.355412,30.631243,2024-05-02T04:00:00
sensor_hv_002,22.966872,51.043421,2024-12-03T15:00:00
sensor_hv_002,21.793101,44.481559,2024-10-04T14:00:00
sensor_hv_002,22.015355,67.816626,2024-01-24T21:00:00
sensor_hv_002,22.085805,48.321701,2024-01-02T15:00:00
sensor_hv_002,23.389194,47.050945,2024-02-16T22:00:00
sensor_hv_002,23.638803,32.939629,2024-02-11T19:00:00
sensor_hv_002,20.593335,35.047664,2024-10-21T18:00:00
sensor_hv_002,22.193426,43.007418,2024-10-17T09:00:00
sensor_hv_002,21.814862,54.217072,2024-02-26T22:00:00
sensor_hv_002,20.457656,56.188518,2024-09-24T06:00:00
sensor_hv_002,21.72028,65.523641,2024-07-11T14:00:00
sensor_hv_002,21.594921,59.1845,2024-06-14T10:00:00
sensor_hv_002,22.660431,44.972041,2024-03-22T15:00:00
sensor_hv_002,20.268533,63.270876,2024-02-14T03:00:00
sensor_hv_002,22.978356,44.905874,2024-03-18T01:00:00
sensor_hv_002,22.34586,52.463457,2024-06-22T03:00:00
sensor_hv_002,21.643235,64.944295,2024-07-28T23:00:00
sensor_hv_002,20.205784,41.505176,2024-05-12T03:00:00
sensor_hv_002,22.311674,38.509552,2024-11-16T07:00:00
sensor_hv_002,23.389099,44.00456,2024-09-12T03:00:00
sensor_hv_002,23.050423,52.964,2024-07-28T17:00:00
sensor_hv_002,23.898186,62.737074,2024-10-22T20:00:00
sensor_hv_002,22.226959,54.359797,2024-11-27T22:00:00
sensor_hv_002,21.069791,37.216643,2024-12-25T09:00:00
sensor_hv_002,23.68615,44.040937,2024-03-28T04:00:00
sensor_hv_002,22.265284,46.031374,2024-03-24T20:00:00
sensor_hv_002,23.887241,33.670307,2024-09-07T12:00:00
sensor_hv_002,21.67933,43.635839,2024-06-10T23:00:00
sensor_hv_002,21.297532,67.656297,2024-10-03T01:00:00
sensor_hv_002,20.62232,60.177435,2024-01-22T02:00:00
sensor_hv_002,21.088411,56.477548,2024-08-20T14:00:00
sensor_hv_002,21.656735,38.622759,2024-09-04T11:00:00
sensor_hv_002,21.719655,41.329859,2024-11-19T15:00:00
sensor_hv_002,22.107736,42.336776,2024-04-13T19:00:00
sensor_hv_002,20.219128,38.176925,2024-04-25T04:00:00
sensor_hv_002,23.056644,41.577885,2024-02-01T15:00:00
sensor_hv_002,22.988056,37.027792,2024-07-18T22:00:00
sensor_hv_002,20.920443,52.348943,2024-11-26T11:00:00
sensor_hv_002,20.288302,64.470574,2024-01-14T00:00:00
sensor_hv_002,21.839017,33.114504,2024-06-19T13:00:00
sensor_hv_002,22.293599,58.379958,2024-07-10T03:00:00
sensor_hv_002,21.620129,68.647988,2024-03-26T19:00:00
sensor_hv_002,21.840388,57.584402,2024-06-03T13:00:00
sensor_hv_002,23.377937,39.732659,2024-10-13T16:00:00
sensor_hv_002,20.314588,64.820977,2024-12-11T07:00:00
sensor_hv_002,21.332274,36.725308,2024-09-21T03:00:00
sensor_hv_002,22.122419,37.756148,2024-06-12T23:00:00
sensor_hv_002,23.832893,55.817719,2024-03-08T03:00:00
sensor_hv_002,20.585777,37.890872,2024-10-05T20:00:00
sensor_hv_002,20.301413,68.051686,2024-11-16T14:00:00
sensor_hv_002,23.017783,60.395086,2024-08-22T18:00:00
sensor_hv_002,22.571967,69.461278,2024-06-28T20:00:00
sensor_hv_002,21.264556,47.590513,2024-08-15T20:00:00
sensor_hv_002,21.211282,40.986947,2024-01-12T16:00:00
sensor_hv_002,20.296763,48.469699,2024-01-02T11:00:00
sensor_hv_002,23.326787,33.06924,2024-02-20T19:00:00
sensor_hv_002,22.028271,48.508466,2024-09-26T23:00:00
sensor_hv_002,23.583507,47.989348,2024-10-21T06:00:00
sensor_hv_002,21.286107,49.025161,2024-03-02T14:00:00
sensor_hv_002,20.414008,65.965073,2024-06-23T02:00:00
sensor_hv_002,22.018196,36.902356,2024-04-23T14:00:00
sensor_hv_002,23.963944,50.962742,2024-10-06T11:00:00
sensor_hv_002,21.491408,41.315743,2024-07-25T10:00:00
sensor_hv_002,22.715591,32.094621,2024-11-21T10:00:00
sensor_hv_002,20.263647,33.780238,2024-11-13T09:00:00
sensor_hv_002,21.007983,64.06265,2024-10-28T04:00:00
sensor_hv_002,21.333448,53.309581,2024-03-12T09:00:00
sensor_hv_002,23.870786,57.939199,2024-07-05T19:00:00
sensor_hv_002,22.835336,33.38876,2024-09-13T20:00:00
sensor_hv_002,23.166648,62.527391,2024-11-23T23:00:00
sensor_hv_002,23.988656,66.497919,2024-02-21T21:00:00
sensor_hv_002,21.693625,44.473124,2024-06-10T05:00:00
sensor_hv_002,23.804677,43.669294,2024-08-07T07:00:00
sensor_hv_002,23.999906,36.197807,2024-05-28T03:00:00
sensor_hv_002,22.030759,51.59083,2024-12-17T01:00:00
sensor_hv_002,22.647717,65.055711,2024-10-05T19:00:00
sensor_hv_002,21.506879,36.489888,2024-12-25T19:00:00
sensor_hv_002,23.236175,36.621567,2024-08-02T13:00:00
sensor_hv_002,21.457198,58.783427,2024-08-20T09:00:00
sensor_hv_002,23.009565,61.352014,2024-04-18T07:00:00
sensor_hv_002,21.237872,62.344955,2024-08-27T06:00:00
sensor_hv_002,21.471364,67.885207,2024-08-15T09:00:00
sensor_hv_002,23.112496,50.116268,2024-07-06T06:00:00
sensor_hv_002,23.205037,35.535941,2024-05-02T20:00:00
sensor_hv_002,21.922363,44.848484,2024-02-23T16:00:00
sensor_hv_002,23.404664,41.402521,2024-03-09T14:00:00
sensor_hv_002,23.621225,35.893946,2024-07-03T07:00:00
sensor_hv_002,23.266813,65.385191,2024-01-14T01:00:00
sensor_hv_002,21.585816,44.95846,2024-07-03T11:00:00
sensor_hv_002,20.898155,42.747395,2024-02-27T22:00:00
sensor_hv_002,22.599843,61.655225,2024-03-02T09:00:00
sensor_hv_002,23.669585,48.898197,2024-03-25T22:00:00
sensor_hv_002,21.876441,54.61393,2024-02-01T08:00:00
sensor_hv_002,20.862619,35.980785,2024-12-20T16:00:00
sensor_hv_002,21.693019,61.046905,2024-04-10T03:00:00
sensor_hv_002,20.190998,46.793022,2024-10-15T02:00:00
sensor_hv_002,20.443432,66.205875,2024-10-18T00:00:00
sensor_hv_002,22.52782,53.001898,2024-12-05T09:00:00
sensor_hv_002,21.716956,54.592383,2024-04-19T13:00:00
sensor_hv_002,20.749256,56.728596,2024-09-12T02:00:00
sensor_hv_002,23.813615,51.763278,2024-09-18T00:00:00
sensor_hv_002,21.561815,48.805403,2024-11-13T11:00:00
sensor_hv_002,21.014601,30.649689,2024-02-12T07:00:00
sensor_hv_002,22.931764,55.130278,2024-10-24T10:00:00
sensor_hv_002,20.533638,44.091962,2024-06-27T20:00:00
sensor_hv_002,20.700357,61.165704,2024-08-23T15:00:00
sensor_hv_002,22.526943,62.459907,2024-02-23T14:00:00
sensor_hv_002,20.147935,38.06364,2024-04-02T10:00:00
sensor_hv_002,23.733484,50.615344,2024-09-16T08:00:00
sensor_hv_002,20.146483,55.87602,2024-05-12T01:00:00
sensor_hv_002,23.463193,43.276987,2024-02-26T11:00:00
sensor_hv_002,21.747806,46.000871,2024-08-13T10:00:00
sensor_hv_002,23.894894,49.848129,2024-08-12T16:00:00
sensor_hv_002,21.066883,33.30446,2024-07-03T13:00:00
sensor_hv_002,22.409813,62.893651,2024-09-10T10:00:00
sensor_hv_002,20.410392,43.116796,2024-05-10T14:00:00
sensor_hv_002,22.410487,47.044643,2024-12-15T11:00:00
sensor_hv_002,21.788519,59.072576,2024-06-20T13:00:00
sensor_hv_002,21.098221,69.201091,2024-01-03T21:00:00
sensor_hv_002,22.55005,44.532445,2024-12-22T05:00:00
sensor_hv_002,23.811158,35.711179,2024-10-22T14:00:00
sensor_hv_002,20.139196,32.689335,2024-11-12T11:00:00
sensor_hv_002,21.531418,52.689786,2024-10-05T21:00:00
sensor_hv_002,21.79969,44.83858,2024-08-25T02:00:00
sensor_hv_002,22.295687,51.178395,2024-07-11T20:00:00
sensor_hv_002,21.114759,68.420802,2024-01-24T05:00:00
sensor_hv_002,21.996176,45.479495,2024-09-04T08:00:00
sensor_hv_002,23.099858,58.161512,2024-04-20T09:00:00
sensor_hv_002,22.775923,69.945154,2024-04-04T04:00:00
sensor_hv_002,23.411305,48.081707,2024-12-15T02:00:00
sensor_hv_002,23.242053,68.702449,2024-06-22T11:00:00
sensor_hv_002,22.838162,51.999886,2024-05-10T05:00:00
sensor_hv_002,22.847236,67.092978,2024-11-06T11:00:00
sensor_hv_002,22.035023,34.854498,2024-04-26T04:00:00
sensor_hv_002,20.946945,49.760877,2024-06-18T18:00:00
sensor_hv_002,21.475645,62.146469,2024-09-05T19:00:00
sensor_hv_002,23.536986,32.629924,2024-07-23T23:00:00
sensor_hv_002,21.91466,46.431805,2024-07-27T18:00:00
sensor_hv_002,20.295003,68.895189,2024-11-03T14:00:00
sensor_hv_002,21.863333,50.6944,2024-03-27T17:00:00
sensor_hv_002,22.559176,37.278525,2024-03-14T16:00:00
sensor_hv_002,23.642849,32.216514,2024-02-17T04:00:00
sensor_hv_002,21.216498,36.478678,2024-12-08T11:00:00
sensor_hv_002,23.789933,50.755912,2024-05-28T02:00:00
sensor_hv_002,21.002421,55.402284,2024-09-09T04:00:00
sensor_hv_002,22.500089,54.577131,2024-02-17T20:00:00
sensor_hv_002,20.674544,67.66428,2024-03-06T21:00:00
sensor_hv_002,22.497917,66.080036,2024-06-27T18:00:00
sensor_hv_002,20.164777,64.551248,2024-02-02T20:00:00
sensor_hv_002,23.084089,40.586236,2024-04-25T18:00:00
sensor_hv_002,21.666347,55.559648,2024-08-21T17:00:00
sensor_hv_002,21.158687,68.266007,2024-08-08T21:00:00
sensor_hv_002,21.62437,48.141765,2024-12-02T05:00:00
sensor_hv_002,21.758422,49.370045,2024-04-11T19:00:00
sensor_hv_002,20.574675,64.459403,2024-06-24T11:00:00
sensor_hv_002,23.901497,35.230646,2024-06-17T17:00:00
sensor_hv_002,20.424736,39.669514,2024-02-09T14:00:00
sensor_hv_002,20.991676,33.872466,2024-05-13T19:00:00
sensor_hv_002,21.672539,68.507434,2024-03-27T10:00:00
sensor_hv_002,23.735006,58.845137,2024-04-25T05:00:00
sensor_hv_002,21.993062,50.588994,2024-08-10T15:00:00
sensor_hv_002,20.092705,67.809312,2024-09-15T07:00:00
sensor_hv_002,20.860578,44.115804,2024-01-10T15:00:00
sensor_hv_002,22.390075,63.713986,2024-11-16T09:00:00
sensor_hv_002,22.146763,63.886895,2024-07-05T08:00:00
sensor_hv_002,22.910032,60.554271,2024-06-02T12:00:00
sensor_hv_002,20.204631,52.472675,2024-06-18T09:00:00
sensor_hv_002,20.294127,50.170221,2024-09-09T19:00:00
sensor_hv_002,22.721595,34.752441,2024-02-13T11:00:00
sensor_hv_002,23.179589,43.563412,2024-06-25T04:00:00
